"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__hasLift","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99009947","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/2a/48/1031297674.jpg","","44","","339000.0","chalet","sale","269.0","False","6","3","MAYOR","Madrid","Velilla de San Antonio","","es","40.3705557","-3.4846498","False","https://www.idealista.com/inmueble/99009947/","10179","Agencia inmobiliaria TECNOCASA ESTUDIO VELILLA DE SAN ANTONIO vende exclusivo CHALET ADOSADO en la CALLE MAYOR, Velilla de San Antonio. -En la planta baja entramos por el recibidor con acceso a un amplio y luminoso salón con chimenea, con salida al patio trasero con barbacoa, consta de una amplia cocina totalmente amueblada y equipada, además de un dormitorio en planta baja con armario empotrado y un amplio aseo con ventana. -En la primera planta se ubican 4 amplios y exteriores dormitorios con armarios empotrados revestidos de madera, 2 de ellos individuales y uno de matrimonio con el baño en tipo ""Suite"" con plato de ducha y acceso a una terraza abierta, además de un baño con bañera y ventana, más amplio para el resto de habitaciones. -En la segunda planta hay una buhardilla totalmente diáfana de unos 40 m2 con aire acondicionado y 4 ventanas “VELUX” 2 de ellas encargadas fuera de plano, cuenta con una zona de entretenimiento con un billar, sofá de 10 Plazas.. . Además, hay un pequeño dormitorio de invitados. -En la planta inferior de la vivienda se ubica un amplio garaje (Capacidad para 3 coches) con una cómoda puerta eléctrica además de tener una práctica despensa. Todos los servicios necesarios para el día a día están cercanos a las vivienda. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. Hasta el 100% de la hipoteca. INFÓRMESE SIN NINGÚN TIPO DE COMPROMISO.","False","good","False","True","True","","","1260.0","chalet","terracedHouse","Velilla de San Antonio","Chalet adosado en MAYOR","False","False","False","False","","","False","False","","","","","","","","","",""
"98813038","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/f0/17/1024571194.jpg","CM-10292","38","2","275000.0","flat","sale","136.0","True","3","2","Calle Lago Enol","Madrid","Rivas-Vaciamadrid","Casco Histórico","es","40.3303706","-3.5090638","False","https://www.idealista.com/inmueble/98813038/","9438","ALFA VENDE precioso piso totalmente exterior con estancias amplias y urbanización muy tranquila y totalmente equipada.  El piso está en muy buen estado, para entrar a vivir, consta de:    Hall/distribuidor con un amplio armario y con una entrada muy acogedora y amplia.    Preciosa cocina independiente muy cuadrada y con tendedero.    Amplio y luminoso salón con grandes ventanales.    3 dormitorios con armarios empotrados, el principal con baño en suite.    Armarios empotrados. Calefacción individual de gas natural.     La urbanización cuenta con piscina, amplias zonas verdes.    La finca tiene ascensor y una plaza garaje en superficie incluido en el precio.     Muy bien comunicado con metro y autobuses. Zona con todos los servicios, centro comercial, supermercados, farmacias, centro de salud, colegios, escuelas infantiles, parques, etc. Un sitio ideal para vivir en un entorno natural único junto al parque regional del Sureste, ruta circular Laguna el Campillo y otros, dónde podrás disfrutar de la naturaleza y hacer rutas fantásticas para disfrutar en familia.    Llámanos y concretamos una cita para que lo visites, estamos encantados de atenderte.    Te ayudamos con la financiación, en algunos casos, conseguimos hasta el 100%.    **ITP y gastos de Notaría, Registro, etc, no incluidos en el precio.","False","good","False","True","True","True","","2022.0","flat","","Casco Histórico, Rivas-Vaciamadrid","Piso en Calle Lago Enol","False","False","True","False","","","False","False","","","","","","","","","",""
"98752440","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/20/86/1023139811.jpg","CHA0115","77","","710700.0","chalet","sale","307.0","False","5","4","Avenida del Pinar","Madrid","Campo Real","","es","40.3358689","-3.3952305","False","https://www.idealista.com/inmueble/98752440/","3733","INMOBILIARIA TAGONIA vende en EXCLUSIVA excelente chalet exclusivo a la venta en la urbanización de lujo Montehermoso en Campo Real, a 5 minutos de las principales vías de acceso a Madrid y al aeropuerto. Con vigilancia privada las 24 horas y 7 días a la semana y amplios espacios ajardinados. Chalet distribuido en 2 plantas, con 5 habitaciones, 4 baños, garaje cubierto para 2 coches, espacioso jardín con piscina de 8 m de largo por 4,5 m. de ancho, calefacción individual por suelo radiante y aire acondicionado. Impresionantes calidades, ampliaciones y reformas realizadas por reconocido aparejador. Cuenta con 2 salones independientes de 50 metros cuadrados cada uno, En cuanto a su distribución, tenemos posibilidades de acceso a la vivienda por el garaje con preinstalación automática de dos plazas (con espacio de almacenaje) o por el jardín de entrada, implantado con solado y césped artificial, árboles y bonitos setos de ocultación. La vivienda cuenta con silla elevadora para realizar la subida y bajada entre las plantas. Está dividido en 2 plantas: En la planta principal o de acceso a la vivienda encontramos el hall de entrada en galería acristalada con excelente iluminación, hall de acceso al salón comedor de muy buen tamaño con amplios ventanales orientados hacia el jardín posterior, acceso directo al garaje, cocina independiente amueblada y equipada, comedor de día, cuarto de baño completo, amplio espacio de almacenaje, habitación de invitados con baño en tipo suite, todo al exterior por lo que se disfruta de abundante luz natural. en la planta superior se encuentra 3 habitaciones y 2 habitaciones en la planta baja del inmueble hacen un total de cinco dormitorios y 2 baños con ducha y dos con bañéra, uno de ellos en suite, armarios empotrados y vestidores de excelente tamaño y calidad. Vivienda con todas las comodidades, ventanas de aluminio blanco, persianas extrusionadas eléctricas y mosquiteras. aire acondicionado en habitaciones. calefacción por suelo radiante con caldera de gas estanca grupo de presión con depósito de agua de 300 litros de reserva, alarma en toda la casa, eficiencia energética. Suelos de gres de alta calidad, jardín posterior en más de mil metros de parcela solado y con césped de la mejor calidad, riego automático, casita de piscina, cenador de obra. En cuanto a su ubicación, es perfecta si buscas una vivienda única en una zona residencial retirada de la cuidad de Madrid y rodeada de campo. Gracias al teletrabajo ya no tenemos que vivir rodeados de ruido y contaminación, sino que tenemos el privilegio de poder vivir rodeados de naturaleza en un enclave reconocido por todos. Además, la casa está muy próxima a los principales establecimientos del pueblo: colegio privado, supermercado, guarderías, colegios, instituto, farmacias, comercios, bares, restaurantes, etc… Tiene un fácil acceso directo a la R3 con enlace a M50 y M40 hasta O´donnell como principal entrada a la ciudad de Madrid, también comunicada por autobuses. metro a 10 minutos con parking. autovía a3.","False","good","False","True","True","","","2315.0","chalet","independantHouse","Campo Real","Casa independiente en Avenida del Pinar","False","False","True","False","villaType","Villa","False","False","","","","","","","","","",""
"98315648","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/6b/c0/1007765271.jpg","CHA0092","40","","238900.0","chalet","sale","148.0","False","5","2","Calle Roma","Madrid","Campo Real","","es","40.3404974","-3.3725199","False","https://www.idealista.com/inmueble/98315648/","4944","INMOBILIARIA TAGONIA, vende chalet de 150 m/2 de dos plantas, cuenta 5 habitaciones, 2 baños completos, 1 aseo y patio en la planta baja. En la planta baja dispone de salón-comedor, cocina, habitación con baño incorporado completo y aseo, con salida al patio. Vivienda con grandes ventanales, puertas en roble, suelos cerámicos en la vivienda, acceso al garaje desde el interior y tiene salida al patio exterior desde el salón, haciendo de este una estancia amplia y fresca para los días de verano. Cuenta con toldo, rejas y tomas de agua en el jardín. En la primera planta disponemos de cuatro habitaciones con suelos de gres y un baño completo, la habitación principal cuenta con una terraza que da al exterior. Tiene la posibilidad de abrir otra planta tipo buhardilla Ideal para vivir en familia, cerca de colegios y en una calle muy tranquila casi sin circulación. Calefacción por gasoil situado en el patio con un cerramiento armario corredera de aluminio En la zona encontramos, colegios, piscina. deportividad, supermercados, guarderías, parada de autobús muy cerca.","False","good","False","True","True","","","1614.0","chalet","independantHouse","Campo Real","Casa independiente en Calle Roma","False","False","False","False","","","False","False","","","","","","","","","",""
"98169604","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/bb/b5/1003255261.jpg","12066","38","4","85000.0","flat","sale","53.0","False","2","1","Carretera de Loeches","Madrid","Arganda","Centro","es","40.3029357","-3.4435159","False","https://www.idealista.com/inmueble/98169604/","3375","ESTUPENDO ÁTICO SEMIREFORMADO CON TERRAZA ACRISTALADA AL LADO DEL PARQUE CARLOS GONZÁLEZ BUENO Excelente vivienda exterior con mucha luminosidad y una gran terraza/galería acristalada integrada al salón, que cuenta con un total de 53m2 construidos (según catastro) en la zona de Arganda del Rey centro. Situada en la planta más alta de un edificio de 4 plantas, con una espléndida vista desde el salón a cielo abierto. La vivienda se encuentra organizada de tal manera que se parte desde un amplio hall de entrada, donde tenemos a en frente la cocina y el cuarto de baño, ambos recién reformados; y a la izquierda, se nos abre un espacioso salón-comedor de gran tamaño, y la habitación principal, de mayor tamaño, con espacio para cama de matrimonio; y al otro lado, otra habitación un poco más pequeña. A su vez, en el salón tenemos entrada a la terraza/galería acristalada, la cual nos da grandes vistas a cielo abierto y aporta muchísima luz a la vivienda, sobre todo en la tarde. El piso se encuentra sin amueblar, por lo que es ideal para personas que deseen decorar su hogar a su gusto, y dado que se encuentra semireformado, donde tanto la cocina como el baño tienen el alicatado nuevo, permite rematar las paredes y la terraza/galería acristalada al estilo que más disfrutes. A su vez, las ventanas son todas nuevas y con vidrios dobles en carpintería de aluminio, lo cual es perfecto para regular muy bien la temperatura interior tanto en verano como en invierno. Adicionalmente, otras características que caben recalcar de la vivienda son que los suelos son de parqué, tiene portero automático y calefacción de individual eléctrica. Es ideal para personas que quieran un piso para entrar a vivir en una zona muy bien comunicada, con acceso a todos los servicios necesarios: centro comercial, restaurantes, colegios, zonas verdes, centros deportivos, etc. Con una excelente comunicación a la estación de metro de Arganda del Rey, a solo 5 minutos caminando, y con servicios tanto de la Línea 9 del Metro como servicio de buses urbanos e interurbanos, tanto diurnos como nocturnos. La vivienda se encuentra a menos de 30 minutos del centro de Madrid, además de estar muy bien comunicada. Posibilidad de financiación hipotecaria al 100%. Tipos de interés desde 0,85% (tipo fijo) y 0,5%+Euribor (tipo variable).","True","good","False","","","False","","1604.0","flat","","Centro, Arganda","Piso en Carretera de Loeches","True","False","False","False","","","False","False","","","","","","","","","",""
"97491349","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/fd/02/807337766.jpg","1º 1","10","1","199000.0","flat","sale","76.0","True","1","1","Avenida Jose Hierro, 94","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.34314","-3.5244076","True","https://www.idealista.com/obra-nueva/97491349/","11166","Promored pone a tu disposición un exclusivo complejo inmobiliario de Obra Nueva, que hemos llamado FUTURA CENTER ARENA. Se ubica en la misma boca de Metro de Rivas Futura (línea 9), considerada la mejor zona de RivasVaciamadrid. El complejo inmobiliario albergara un sin número de servicios, destacamos un hospital privado con todos los servicios sanitarios, una residencia, locales comerciales y apartamentos de uso turístico con amplias terrazas. Dentro del complejo los apartamentos turísticos se localizan en las plantas de 2 a 7, destacándose claramente sobre las plantas baja y primera donde se ubican las zonas comunes, los locales comerciales y el resto de servicios. El complejo cuentan con diversos servicios comunes, tales como control de accesos, lobby, zonas ajardinadas que permiten el relax y el descanso, solárium de césped artificial, espacios multiusos donde celebrar reuniones y eventos, gimnasio, spa, lavandería, aparcamiento y trasteros. Los servicios, la ubicación, el diseño y los acabados Porcelanosa, hacen de este proyecto un lugar único, donde podrás cumplir tu sueño. IVA no incluido.","False","newdevelopment","True","True","True","True","False","2618.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso en Avenida Jose Hierro, 94","True","False","False","False","","","False","False","","","","","","","","","",""
"96831260","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/f1/93/957766701.jpg","12057","32","3","153000.0","flat","sale","100.0","True","3","2","Plaza Blas Infante","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.3641585","-3.5554177","False","https://www.idealista.com/inmueble/96831260/","14550","Magnífica vivienda recién reformada con excelentes calidades y una gran luminosidad, junto al parque de Asturias, y vistas arboladas desde las ventanas a la calle, que cuenta con un total de 100 m2 construidos, y que se encuentra en una rodeado de servicios como farmacia, colegio, parroquias, cafés, óptima y más. Este maravilloso piso se encuentra organizado de tal manera que entramos a un práctico hall desde donde accedemos a la amplia cocina y al salón. La cocina viene sin equipar otorgando la ventaja de poder elegir los electrodomésticos que mejor se ajusten a nuestras necesidades. Y ya desde el salón podemos disfrutar de unas vistas arboladas a una calle tranquila equipado con numerosos puntos de luz y lista para instalar los accesorios que queremos. Por el pasillo accederíamos a las zonas más privadas de la vivienda, donde tendríamos las 3 habitaciones con armarios empotrados (una de ellas habitación doble) y los dos cuartos de baño completos, ambos para compartir como deseemos por las tres habitaciones, lo que nos permite distribuirlos como mejor convenga en función del uso y habitantes de la vivienda. Todo un acierto.  La vivienda está perfectamente equipada con carpintería exterior de aluminio, e interior con efecto madera para un aspecto rústico a la par que moderno. El suelo es tarima flotante color roble natural, cuyo acabado es excepcional y además antirayaduras. La carpintería interior es de madera, con puertas y armarios lacados en colores adaptados a cada habitación, y distribuidos en su totalidad con apertura de puerta de suelo a techo, lo que da un aspecto muy elegante, son más prácticos y a la par modernos.  Uno de los cuartos de baño contiene plato de ducha, lavabo con mueble inferior, y radiadores para que secarnos en invierno sea un auténtico deleite. El otro cuarto de baño incluye baño, mueble integrado al lavabo y un diseño elegante y agrdable. Y respecto a la electricidad e iluminación, parte de la misma ha sido terminada combinando ojos de buey y modelos más amplios para la cocina, toma de TV en el salón, y aire acondicionado individual tanto en la cocina como en el salón, una maravilla en los meses más calurosos. El edificio, la escalera de este bloque, son 4 vecinos por planta, de 3 pisos en total, lo que hace que sea una comunidad muy tranquila y a la vez tenga unos gastos muy reducidos. Y la calefacción es de gas natural, lo que nos permite un gran ahorro tal y como están los precios últimamente. Es perfecto tanto para entrar a vivir en una vivienda con las mejores calidades, semi-reformada con algunos aspectos a terminar eso sí, como inversión con buenas vistas y todos los servicios.  Posibilidad de financiación hipotecaria al 100%, con tipos de interés desde 0,85% (tipo fijo) y 0,5%+Euribor (tipo variable).","True","good","False","","","False","","1530.0","flat","","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Piso en Plaza Blas Infante","True","False","False","False","","","False","False","","","","","","","","","",""
"96904136","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/e1/1b/718377811.jpg","P1 1C","13","1","237000.0","flat","sale","87.0","True","3","2","Plaza de Andorra, 3","Madrid","Arganda","Centro","es","40.2996923","-3.4488","True","https://www.idealista.com/obra-nueva/96904136/","3840","¡OBRAS INICIADAS¡ Ultimas viviendas disponibles. Proyecto consolidado. Financiado por IBERCAJA. Ponte en contacto con nosotros para informarte de los últimos inmuebles disponibles. El municipio Arganda del Rey está ubicado a 27 kilómetros del centro de la capital. Esta hermosa ciudad es una mezcla de historia, tradición, naturaleza y modernidad, cuyo nombre proviene de su pasado árabe. Con un medio ambiente natural único, ya que está incluida en el “Parque Regional del Sureste” y con Dehesa “El Carrascal”, uno de los pulmones verdes más importantes de la localidad. además de poseer amplias zonas verdes y ecosistemas de gran riqueza medio ambiental.   Está ubicado en la Plaza de Andorra, una zona nueva completamente consolidada que cuenta con servicios como colegios, supermercados, zonas verdes y una situación muy cercana al Hospital del Sureste, Administración de Hacienda y los Juzgados y a 5 minutos andando de la línea 9 de Metro.   Podrás vivir en una urbanización muy exclusiva al contar tan solo con 44 viviendas de 2 y 3 dormitorios con garajes y trasteros, local comercial y zonas comunes dotadas de piscina, cuarto de comunidad climatizado y zona de juegos infantiles. El edificio se ha proyectado de acuerdo con criterios eco-sostenibles; altos niveles de iluminación y soleamiento, con procedimientos de optimización energética, beneficiosos para el medioambiente, para los gastos de mantenimiento de las viviendas y sus zonas comunes. Además podrás hacer tu vivienda única personalizándola con los mejores acabados que nos ofrece la marca Porcelanosa.","False","newdevelopment","True","","","True","False","2724.0","flat","","Centro, Arganda","Piso en Plaza de Andorra, 3","True","False","False","False","","","False","False","","","","","","","","","",""
"96808398","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/fc/84/957110164.jpg","","12","","324851.0","chalet","sale","220.0","False","4","3","Calle Ernest Lluch s/n","Madrid","Mejorada del Campo","","es","40.3916242","-3.4761469","True","https://www.idealista.com/obra-nueva/96808398/","11617","Proyecto residencial de viviendas unifamiliares desarrolladas en Régimen de cooperativa en Mejorada del Campo. El conjunto residencial se desarrolla en dos parcelas contiguas, la primera de 28 viviendas, configurando dos urbanizaciones privadas, cada una con piscina y zonas comunes ajardinadas. Todas las viviendas, de 4 a 5 dormitorios distribuidas en dos plantas más una planta diáfana abuhardillada, cuentan con jardín privativo con acceso a las zonas comunes y zona de aparcamiento para dos coches con acceso directo desde la calle. Las plantas están diseñadas optimizando los espacios y la luz natural con posibilidad de elegir diferentes opciones de distribución en función del estilo de vida de cada familia. Además cuentan con una plata abuhardillada diáfana de más de 50m2 que dan a la vivienda un espacio amplio y versátil. Mejorada del Campo es una localidad al este de la Comunidad de Madrid, a 22 km aprox. del centro de la ciudad que linda con San Fernando de Henares y Velilla de San Antonio. El proyecto se desarrolla en un área principalmente residencial de viviendas unifamiliares adosadas. Destacan las instalaciones deportivas frente a las parcelas con infinidad de espacios para la práctica de todo tipo de deportes. Además la zona cuenta con todos los servicios de restauración, supermercados, farmacias y colegios, entre otros.","False","newdevelopment","True","True","True","","False","1477.0","chalet","terracedHouse","Mejorada del Campo","Chalet adosado en Calle Ernest Lluch s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"96808399","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/49/98/957110232.jpg","","12","","326506.0","chalet","sale","220.0","False","5","3","Calle Ernest Lluch s/n","Madrid","Mejorada del Campo","","es","40.3916242","-3.4761469","True","https://www.idealista.com/obra-nueva/96808399/","11617","Proyecto residencial de viviendas unifamiliares desarrolladas en Régimen de cooperativa en Mejorada del Campo. El conjunto residencial se desarrolla en dos parcelas contiguas, la primera de 28 viviendas, configurando dos urbanizaciones privadas, cada una con piscina y zonas comunes ajardinadas. Todas las viviendas, de 4 a 5 dormitorios distribuidas en dos plantas más una planta diáfana abuhardillada, cuentan con jardín privativo con acceso a las zonas comunes y zona de aparcamiento para dos coches con acceso directo desde la calle. Las plantas están diseñadas optimizando los espacios y la luz natural con posibilidad de elegir diferentes opciones de distribución en función del estilo de vida de cada familia. Además cuentan con una plata abuhardillada diáfana de más de 50m2 que dan a la vivienda un espacio amplio y versátil. Mejorada del Campo es una localidad al este de la Comunidad de Madrid, a 22 km aprox. del centro de la ciudad que linda con San Fernando de Henares y Velilla de San Antonio. El proyecto se desarrolla en un área principalmente residencial de viviendas unifamiliares adosadas. Destacan las instalaciones deportivas frente a las parcelas con infinidad de espacios para la práctica de todo tipo de deportes. Además la zona cuenta con todos los servicios de restauración, supermercados, farmacias y colegios, entre otros.","False","newdevelopment","True","True","True","","False","1484.0","chalet","terracedHouse","Mejorada del Campo","Chalet adosado en Calle Ernest Lluch s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"96474184","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/e1/1b/718377811.jpg","P1 Bj B","13","bj","241000.0","flat","sale","107.0","True","2","2","Plaza de Andorra, 3","Madrid","Arganda","Centro","es","40.2996923","-3.4488","True","https://www.idealista.com/obra-nueva/96474184/","3840","¡OBRAS INICIADAS¡ Ultimas viviendas disponibles. Proyecto consolidado. Financiado por IBERCAJA. Ponte en contacto con nosotros para informarte de los últimos inmuebles disponibles. El municipio Arganda del Rey está ubicado a 27 kilómetros del centro de la capital. Esta hermosa ciudad es una mezcla de historia, tradición, naturaleza y modernidad, cuyo nombre proviene de su pasado árabe. Con un medio ambiente natural único, ya que está incluida en el “Parque Regional del Sureste” y con Dehesa “El Carrascal”, uno de los pulmones verdes más importantes de la localidad. además de poseer amplias zonas verdes y ecosistemas de gran riqueza medio ambiental.   Está ubicado en la Plaza de Andorra, una zona nueva completamente consolidada que cuenta con servicios como colegios, supermercados, zonas verdes y una situación muy cercana al Hospital del Sureste, Administración de Hacienda y los Juzgados y a 5 minutos andando de la línea 9 de Metro.   Podrás vivir en una urbanización muy exclusiva al contar tan solo con 44 viviendas de 2 y 3 dormitorios con garajes y trasteros, local comercial y zonas comunes dotadas de piscina, cuarto de comunidad climatizado y zona de juegos infantiles. El edificio se ha proyectado de acuerdo con criterios eco-sostenibles; altos niveles de iluminación y soleamiento, con procedimientos de optimización energética, beneficiosos para el medioambiente, para los gastos de mantenimiento de las viviendas y sus zonas comunes. Además podrás hacer tu vivienda única personalizándola con los mejores acabados que nos ofrece la marca Porcelanosa.","False","newdevelopment","True","","","True","False","2252.0","flat","","Centro, Arganda","Piso en Plaza de Andorra, 3","True","False","False","False","","","False","False","","","","","","","","","",""
"95848706","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/40/5f/970582623.jpg","11507","100","","757000.0","chalet","sale","440.0","False","6","6","Los Villares","Madrid","Arganda","Los Villares","es","40.3118865","-3.4434534","False","https://www.idealista.com/inmueble/95848706/","3514","¿Te gustaría vivir en una espectacular casa exclusiva en una de las mejores zonas residenciales de Arganda de Rey?    Te presentamos este magnífico chalet independiente, construido con los mejores materiales y acabados que puedas encontrar en la zona.     Se distribuye en 3 plantas, accediendo desde a la planta principal te encuentras con un gran recibidor, dando paso a un amplio salón distribuido en dos ambientes, la zona de estar muy acogedora con mucha luminosidad, y la la otra zona de comedor donde podrás reunir a la familia en las comidas y cenas y pasar grandes ratos de tertulia, también encontrarás una amplia cocina moderna y funcional, desde la cocina tienes acceso a la parte posterior de la parcela.En esta planta también tiene un amplio dormitorio que ahora se utiliza como despacho-biblioteca, y un baño completo con un plato de ducha.    Subiendo a la primera planta encontramos ""4 dormitorios tipo suite"", cada una de ellas con su baño incorporado y amplios armarios, el dormitorio principal es una auténtica joya: con mas de 20 m2, vestidor, y un baño principal con plato de ducha y bañera de hidromasaje.    Desde hall bajamos a la planta semisótano, y encontrarás un espectacular salón con cocina americana, totalmente acondicionado, seguro que encontrarás un motivo para disfrutar de este acogedor espacio. Aquí encontrarás un garaje de mas de 50 m2, la puertas de acceso a la rampa y al garaje automatizadas, una habitación como cuarto blanco, ideal para zona de lavandería y planchado y un baño completo con plato de ducha.    La casa está construida sobre una parcela de 433 m2, quedando un fantástico espacio para la piscina, junto a ella tienes una zona de hamacas donde puedes disfrutar del sol, con magníficas vistas y total intimidad.     Excelentes calidades, calefacción por suelo radiante con tuberías de agua por caldera de gas natural, aire acondicionado frio/calor por conductos en la planta baja y la primera planta, en el sótano split frio/calor, pintura en liso en toda la casa, mármol travertino pulido en planta baja y escaleras, tarima flotante en la primera planta, carpintería interior en cerezo, carpinteria exterior en aluminio con rotura de puente térmico y climalit, persianas motorizadas etc...    Cerca de los principales servicios: C.C. Zoco, el mercado de la Galería de Loeches, supermercado Ahorramás, todo tipo de comercios, bares, restaurantes, parques, colegios, ciudad deportiva Príncipe Felipe, paradas de autobús, a 1 km. de la estación de metro de Arganda del Rey, y un rápido acceso a la R3.      *Certificación Energética: “D"".     *Impuestos y gastos NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoría, Tasación, etc…    Como ya habrás visto el amplio reportaje fotográfico e incluso la visita 360, no te cuento mucho más, solicítanos una visita virtual, un asesor se conectará contigo y te podrá resolver en directo y dar respuesta a todas las preguntas que te hayan surgido, y por supuesto si quieres visitarla físicamente, no dudes en cerrar con el asesor día y hora.","False","good","False","True","True","","","1720.0","chalet","independantHouse","Los Villares, Arganda","Casa independiente","True","False","True","False","luxuryType","Lujo","False","False","","","","","","","","","",""
"95840415","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/91/92/1005706330.jpg","CHA0056","82","","285000.0","chalet","sale","276.0","False","5","3","Calle Villanueva","Madrid","Eurovillas","","es","40.3652379","-3.2608098","False","https://www.idealista.com/inmueble/95840415/","13953","INMOBILIARIA TAGONIA vende, este chalet es perfecto para familias numerosas, que necesitan muchas estancias pero con independencia. La casa tiene 276 m2 construidos distribuidos en dos plantas.  Planta baja: Encontramos un porche con agradables vistas al jardín y el recibidor con armario empotrado. El salón cuenta con dos comedores y cocina office amueblada más despensa. En esta planta se encuentra un dormitorio pequeño, terraza cubierta como despacho, escaleras de mármol y barandilla de roble, ventanas climalit, panel solar para agua caliente con acumulador 250 litros. Planta Primera: Esta planta cuenta con 5 dormitorios dobles, 2 baños completos y el tercero tipo suite, un espacio muy versátil que puedes convertir en sala de juego, de estudio o de espacio independiente para tus hijos. Planta sótano:  Y con acceso desde el exterior el cuarto de calderas y un trastero. Las villas de Nuevo Baztán es una urbanización muy tranquila que dispone de piscina comunitaria, pistas de tenis y zonas infantiles para el disfrute de sus vecinos.","False","good","False","True","True","","","1033.0","chalet","independantHouse","Eurovillas","Casa independiente en Calle Villanueva","False","False","False","False","","","False","False","","","","","","","","","",""
"95563485","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/ea/34/718377810.jpg","P2 4ºC","13","4","218500.0","flat","sale","83.0","True","2","2","Plaza de Andorra, 3","Madrid","Arganda","Centro","es","40.2996923","-3.4488","True","https://www.idealista.com/obra-nueva/95563485/","3840","¡OBRAS INICIADAS¡ Ultimas viviendas disponibles. Proyecto consolidado. Financiado por IBERCAJA. Ponte en contacto con nosotros para informarte de los últimos inmuebles disponibles. El municipio Arganda del Rey está ubicado a 27 kilómetros del centro de la capital. Esta hermosa ciudad es una mezcla de historia, tradición, naturaleza y modernidad, cuyo nombre proviene de su pasado árabe. Con un medio ambiente natural único, ya que está incluida en el “Parque Regional del Sureste” y con Dehesa “El Carrascal”, uno de los pulmones verdes más importantes de la localidad. además de poseer amplias zonas verdes y ecosistemas de gran riqueza medio ambiental.   Está ubicado en la Plaza de Andorra, una zona nueva completamente consolidada que cuenta con servicios como colegios, supermercados, zonas verdes y una situación muy cercana al Hospital del Sureste, Administración de Hacienda y los Juzgados y a 5 minutos andando de la línea 9 de Metro.   Podrás vivir en una urbanización muy exclusiva al contar tan solo con 44 viviendas de 2 y 3 dormitorios con garajes y trasteros, local comercial y zonas comunes dotadas de piscina, cuarto de comunidad climatizado y zona de juegos infantiles. El edificio se ha proyectado de acuerdo con criterios eco-sostenibles; altos niveles de iluminación y soleamiento, con procedimientos de optimización energética, beneficiosos para el medioambiente, para los gastos de mantenimiento de las viviendas y sus zonas comunes. Además podrás hacer tu vivienda única personalizándola con los mejores acabados que nos ofrece la marca Porcelanosa.","False","newdevelopment","True","","","True","False","2633.0","flat","","Centro, Arganda","Piso en Plaza de Andorra, 3","True","False","False","False","","","False","False","","","","","","","","","",""
